pBrand,pCategory,pModel,pTitle,pURL,price,rDate,rRating,rText,rTitle,rURL,rUser,siteCode
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,21-Sep-16," 4.7
 out of
 5
",I love this new really Smart TV. All Apps right up front.,Really Smart,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,babycheeks78218,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,20-Feb-17," 4.7
 out of
 5
","I am totally blown away by the picture quality. Replaced a 10 year Sharp Aquos 46"" LCD. It looks as though you can actually see real depth behind and around people and objects. The WIFI is very intuitive. Found the router without hesitation and synced immediately with it. No lag when streaming from internet. Picture was great out of the box. Was able to adjust sound for the TV speakers to sound pretty decent. Plays well with HULU and NETFLIX. Internet browser can be a little slow taking input. The only negative I have encountered is not being able to use a wireless mouse and keyboard with it.",Best Picture Ever,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,gcowansr,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,23-Feb-17," 4.7
 out of
 5
","great picture ,great sound for the price. Great for the price",clean Picture,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,ciscom,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,21-Feb-17," 4.7
 out of
 5
","Very nice tv with good color, however when purchased there was no tv stand in the box but other than that it's great",Awesome tv,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,Davidsonusn,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,3-Jan-17," 4.7
 out of
 5
","Well owned a J6200 from a year ago and decided to buy 3 more J6200 to finish a plan and 2 of the 3 had bad LCD screens. Send both back and where I bought them they sent 2 65 inch J6200's in place of the 2 bad 60 inch TV's. Of course I had to pay for them. The 1st 65 inch came in and wouldn't power up so had to replace that one. So finally after 6 TV's, 2 bad LCD's and 1 that didn't power up I finally got my 3 TV's after allot of hassle, time and aggravation.. Also talked to a Samsung repair guy for this area that works for a company that services Samsung TV's for Samsung and he said we have allot a problems with LCD's on the J6200 models...",Holdingurbreath,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,Holdurbreath,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,4-Feb-17," 4.7
 out of
 5
",I really miss the plasma TV's. This is a good LED TV. There are smart features it does not have the my 65 inch Samsung Plasma upstairs has. I wish it had Bluetooth capabilities to use with Samsung sound bar. The biggest complaint with the TV are the HDMI ports. It only has two!! This day and age where everything wired hooks up with HDMI it should have a minimum of 4.,Good for an LED,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,Bears66,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,20-Feb-17," 4.7
 out of
 5
","I purchased the 40"" Samsung 6200 LED TV to replace an outdated tube television in the bedroom. Wow! Beautiful picture right out of the box, sound is solid and easily heard, picture is crisp with no motion blurring. Only complaint is that it only has 2 HDMI inputs, could use 1 more (in my opinion), but for the price this is a no-brainer!",Perfect bedroom TV,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,PPD52,HD
Samsung,tv,"Model # UN40J6200AF
Internet #206279766",40 in. Class LED 1080p 60Hz Smart HDTV with Built-In Wi-Fi and 120 CMR,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,$449.99 ,6-Feb-17," 4.7
 out of
 5
","VERY GOOD TV FOR THE PRICE, PICTURES IS EXCELLENT....",TOP QUALITY,http://www.homedepot.com/p/Samsung-40-in-Class-LED-1080p-60Hz-Smart-HDTV-with-Built-In-Wi-Fi-and-120-CMR-UN40J6200AF/206279766,SHAMROCKS81,HD
TCL,tv,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1487659147&sr=1-1&keywords=tv,$169.99 ,"on June 8, 2016",2.0 out of 5 stars,"I waited 6 months to write this review and am glad I did. After the first 2-3 weeks I probably would have given this 5 stars, I was amazed at the value of this sub $400 1080p TV. Admittedly the picture on this TV is pretty darn good, we use this in our bedroom and I prefer it's picture over the 55"" Samsung in our living room. I was excited to have Roku built into the TV, as we have it mounted and I wanted to minimize cords. As a happy user of two other Roku devices I understand how they work and use them daily. Unfortunately the ROKU is the downfall of this TV, the software & apps are buggy it's not just one specific app- it seems to vary based on software upgrades. At first the SLING TV app would constantly freeze then after a month that resolved itself, then Netflix wouldn't connect unless you connected first with another app (SLING, AMAZON, etc). Some apps require you to repeatedly sign-in, others just simply don't work. Currently, regardless of app, the TV just freezes for one to two minutes. Again, I use these same apps on other Roku devices on the same wifi network with absolutely no problems. I have called customer service and the solution is always the same, delete the app - reset the unit - redownload the app. If I had to only do this very infrequently, it wouldn't be a problem but its now part of the routine. Other issues I've experienced, we have a local over-air channel 4, the TV is very confused by this, constantly thinking channel 4 should be used for accessing another device. I've tried multiple settings and can get it to work, but then the system resets itself and I have to go through the rigamarole again. I probably wouldn't buy this TV again, although the price is great - it would be worth my piece of mind to buy a reliable TV with a separate Roku device. It's cheap, but not a good value. You get what you pay for.",Cheap for a reason - software problems,https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/product-reviews/B00UB9UJBA/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,sikulas,AM
TCL,tv,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1487659147&sr=1-1&keywords=tv,$169.99 ,"on December 23, 2015",1.0 out of 5 stars,"I would not recommend this product to anyone. I have had my television for less than 3 months and have these lines that go across the television that just appeared one day NOT FROM DAMAGE, there was no one around the television that day to damage it and I contacted the manufacture and they said they will not cover this issue. So I thought to myself Thank goodness I bought the extended coverage from assurant 360....NOPE. They won't cover this either. What is the point of getting extended coverage if it doesn't cover things like this. So frustrating!!! Now I've got a jacked up tv that I have to watch through the cracks because we can't afford to get it fixed.",DO NOT PURCHASE,https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/product-reviews/B00UB9UJBA/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Tricia,AM
TCL,tv,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1487659147&sr=1-1&keywords=tv,$169.99 ,"on January 4, 2017",2.0 out of 5 stars,"I wanted to love this TV...and I did, for a short amount of time....but late 2016 Roku did a software update and since then...it's pretty much been garbage. It's essentially no longer a smart tv since it will rarely connect to my ISP and when it does, it's super slow and only for a very short amount of time. So it can really only be used for local tv (we specifically got rid of satellite and switched to the smart TV and paid for Amazon Prime to save money yearly). So, while I did love the tv, it was great in the beginning...it's pretty much just a dumb tv now since no one can figure out what has happened (other than it has nothing to do with my ISP) or how to fix it. So i'm left with a TV that does nothing that I purchased it for and having to eventually (because there is no way I can afford it at the moment) shell out more money for another TV that, if i'm lucky, will actually work. Save your time and money and either get a newer version that hopefully will work with the new updates or get something else totally.","Loved it, but now, not so much.",https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/product-reviews/B00UB9UJBA/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Beth,AM
TCL,tv,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1487659147&sr=1-1&keywords=tv,$169.99 ,"on May 10, 2016",1.0 out of 5 stars,"Really disappointed with this product and the customer service. The system will not connect with my wifi network. It I've been tossed from TCL customer service to Roku customer service to Xfinity customer service - seriously wasted 5 hours of my life! Each says its someone else's issue. I'm not a tech expert, but based on other reviews with the same wifi network challenges, this seems to be a problem with the TV not the provider, especially considering all my other wifi connections are working just fine and connected with ease. While the TV seems like a great value and others have given wonderful reviews, I seem to be in the small percent of people that can't get this TV to work with a wifi network. As that's the whole point of a Smart TV, this purchase is being returned.",Really disappointed with this product and the customer service,https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/product-reviews/B00UB9UJBA/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Bridget,AM
TCL,tv,B00UB9UJBA,TCL 32S3800 32-Inch 720p Roku Smart LED TV (2015 Model),https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/dp/B00UB9UJBA/ref=sr_1_1?s=tv&ie=UTF8&qid=1487659147&sr=1-1&keywords=tv,$169.99 ,"on September 24, 2016",1.0 out of 5 stars,Worst 720p quality I have EVER seen. I replaced my westinghouse tv wiht 720p and got the TCL tv because it was cheap and had the roku capabilites built in. I hooked it all up and noticed the hd quality was a significant downgrade. Returned the same day.,Worst 720p quality I have EVER seen,https://www.amazon.com/TCL-32S3800-32-Inch-Smart-Model/product-reviews/B00UB9UJBA/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 23, 2017",5.0 out of 5 stars,"Very well satisfied with the 24"" Element HD-Tv. Picture quality is excellent. The sound quality is superb. I couldn't be more pleased with my purchase.","Very well satisfied with the 24"" Element HD-Tv",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 12, 2017",5.0 out of 5 stars,Great product- clear picture- purchased for son.,Five Stars,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,BusyMom,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 13, 2017",5.0 out of 5 stars,Worked and still is using it for my kids pc,works good,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,keith,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 12, 2017",4.0 out of 5 stars,"Well we finally got the TV today. Very good size for a kids room. Enjoying it! thanks for the update with my shipping, we thought it had been misdirected when it didn't arrive on time.",TV arrived!,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Bre',AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on December 28, 2016",5.0 out of 5 stars,Works great!,Awesome TV at a low price!,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,CEETechnology,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on December 18, 2016",5.0 out of 5 stars,Not bad works good,No complaints,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,jammie,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 10, 2017",5.0 out of 5 stars,Great,Five Stars,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Jason R cronk,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on February 14, 2017",2.0 out of 5 stars,Not a quality type picture. Had several blurry spots when viewing DVD movies. Looking at other TV's now. Returning this after 1 day use.,Bad picture.,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,wichitajd,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on November 29, 2016",5.0 out of 5 stars,We love the TV,Five Stars,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Sadiq Shady,AM
Element,tv,B01HQUAX94,"Element ELEFW248R 24"" 720p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/dp/B01HQUAX94/ref=sr_1_2?s=tv&ie=UTF8&qid=1487659147&sr=1-2&keywords=tv,$88.00 ,"on January 24, 2017",5.0 out of 5 stars,The TV is working fine and the picture is clear.,Five Stars,https://www.amazon.com/Element-ELEFW248R-720p-Certified-Refurbished/product-reviews/B01HQUAX94/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,stacy403,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on January 18, 2017",5.0 out of 5 stars,"I knew when I made this purchase there was a 50% chance I would recieve a broken product based on customer reviews, the refurbished nature of the product, and the low price tag. So I took a chance and got lucky. My unit works perfectly except for a static hiss on the headphone output. I'm very satisfied with the picture and connectivity options. Its design is simple and it looks great in my apartment. Be wary of the risk, but if your willing to take the chance you might just get a great tv at an amazing price.",One of the lucky ones,https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Christopher D.,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on January 10, 2017",1.0 out of 5 stars,"I don't know if I'm in the minority here, but this TV went from bad to worse when I got it. First, it didn't have all the parts necessary for building the base. Then, I saw that the screen has HUGE CRACKS which were noticeable when turned on, and since the TV buttons (except for the power button) and the remote didn't work (yes, I added batteries), I'm not even sure what the screen looks like with a picture on it. Basically, this purchase made me feel foolish because I thought I could buy a 40"" TV for $175 and even though this item has favorable reviews, do you really want to take the risk that your TV could end up like mine instead of theirs?","Hey, Positive Reviewers: Did we buy the same TV?",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Sam,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on January 11, 2017",1.0 out of 5 stars,"Paid $175 for a 40 inch tv, and felt pretty happy about it. When the tv arrived i spent a good 30 minutes making room and setting up for stand when I powered the tv on not only did none of the buttons on the tv or remote work, but also the tv had a circular crack over half the tv and the audio and video didn't not work at all. I am befuddled at the fact that Amazon, sales giant, sold me a tv for $175 and it didn't even work. After calling Amazon it looks like it up to me to make this right and only after two weeks I'll get a refund. I would not recommend.",and felt pretty happy about it,https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on December 6, 2016",5.0 out of 5 stars,Really good picture quality. Nice buy,Nice tv,https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Amazon Customer,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on December 8, 2016",4.0 out of 5 stars,Pretty sweet for $180,Worth it,https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,treevan,AM
Element,tv,B01MXE2U6D,"Element ELEFW408R 40"" 1080p HDTV (Certified Refurbished)",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/dp/B01MXE2U6D/ref=sr_1_3?s=tv&ie=UTF8&qid=1487659147&sr=1-3&keywords=tv,$175.00 ,"on January 10, 2017",2.0 out of 5 stars,"Bought this tv a week ago, finally got it and half the screen was black, have to get a new one now. Very weary, hope the 2nd times the charm.","Bought this tv a week ago, finally got it ...",https://www.amazon.com/Element-ELEFW408R-1080p-Certified-Refurbished/product-reviews/B01MXE2U6D/ref=cm_cr_dp_see_all_btm?ie=UTF8&reviewerType=all_reviews&showViewpoints=1&sortBy=recent&pageNumber=1,Brent Murphy,AM
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,25-Jan-17," 4.4
 out of
 5
",These headphones have an adapter that helps them stay in my ear. The problem is that they don't have good sound. Almost no bass. [This review was collected as part of a promotion.],Disappointed,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,JListens,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,20-Nov-16," 4.4
 out of
 5
","I've been using my wireless headphones for about a week now and I fell in love with them! The earbuds are very comfortable unlike the others they don't plug up your ear (which I hate). Setting them up was easy. The sound is great... I use them to make calls, listen to music, and watch Netflix. The headphones are very light its easy to forget they're around your neck. The only thing I don't like is the earbuds aren't retractable but atleast they have a magnet so they can stick together when you're not using them. Overall its a great product!",I love it!,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,Alcleme92,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,27-Dec-16," 4.4
 out of
 5
","I wish it would play music clearly, but the only way to get it to work is to take my phone out of my pocket and hold it near my head. SO FRUSTRATING Wish I would have listened to the reviews. Have been trying to figure out a way to get it to work for two weeks now, no luck. Going to do more homework before I buy something else.",Music patchy when phone is in my pocket,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,Flyinbylas,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,19-Jan-17," 4.4
 out of
 5
","I expected a lot more from Samsung.
I bought these to pair with my Galaxy S7 but the only thing that worked perfectly was the pairing.
The volume is SO LOW that in a slight breeze you cannot hear your music. This problem is over-shadowed by the fact that the BT does not stay connected and it a waste of time trying to walk with them on.
Sitting down while you use them may work but that is not why I bought them.
A COMPLETE WASTE OF MONEY",Worse ever,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,scubs,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,19-Jan-17," 4.4
 out of
 5
","I've owned this headset for about two months. I love everything about it...when it actually works. I continue to get notifications from the LEVEL app that the headset is disconnected. When I try to reconnect, I get an error message and usually have to turn the Bluetooth on my phone both off and back on as well as turn the headset off and back on. Just very inconvenient. I am 2 feet from my phone when this happens.",Great But Needs Work,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,VTRican,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,20-Jan-17," 4.4
 out of
 5
",I can finally wear earbuds that I don't have to worry about falling out. Great sound too!,Nice!,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,DaveInHouston,HD
Samsung,headphone,"Model # EOBG920BWEBUS
Internet #207062021","Level-U Wireless Headphones, White",http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,$34.99 ,5-Jan-17," 4.4
 out of
 5
",Not a good quality. Keep braking the hook connected to the rubber. This is the 2nd headphone after they replaced the 1st one but still the same problem.,Poor Quaity,http://www.homedepot.com/p/Samsung-Level-U-Wireless-Headphones-White-EOBG920BWEBUS/207062021,babyko,HD
